
  International Seismological Centre
  ISC: Focal Mechanism solutions

Any use of data from the ISC *should be cited*. The correct format for
citations may be found on our citation page <http://www.isc.ac.uk/
citations/>.

Once the search has completed, a compressed KML file <https://
www.isc.ac.uk/temp/kml/507173769.kmz> will be available to view the
results in Google Earth <http://earth.google.com/>.

Sorry a problem has occured with the map.
*Search summary:*
Database: Reviewed ISC Bulletin
Search type: Rectangular search
Latitude range: -51 to -27
Longitude range: -80 to -65
Start date: 1976-01-01 00:00:00
End date: 2025-08-01 00:00:00
Magnitude >= 4.9
Events found: 1650
Date of search: Mon Sep 1 13:00:30 2025 GMT

Agencies whose data contributed towards the results of this search are
listed at the bottom of the page.

/Please note:/

Data on or after 2023/09/01 have not been reviewed by the ISC.



DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
Reviewed ISC Bulletin
-----EVENT----|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
610100843 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610100843&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-01-18,13:31:44.03,-43.2670, -74.2329, 26.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,8.010, 4.5,15, 1.498, 1.346,-2.844,-0.392, 1.078,-7.539,183.93,82.36,  99.61,312.05,12.25,  38.77,15, 7.328,52.00,105.00,-8.558,37.00,265.00, 1.230,10.00,  3.00
610101963 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610101963&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-01-19,12:01:51.58,-30.8600, -71.5117, 43.9,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,5.910, 4.4,15, 5.324, 0.539,-5.863, 1.119, 1.166,-0.905,  1.06,40.67, 106.75,159.41,51.39,  76.09,15, 5.609,78.00, 16.00,-6.172, 5.00,259.00, 0.564,11.00,168.00
610104777 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610104777&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-01-21,09:30:38.64,-33.8004, -68.6259, 21.9,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,7.410, 4.5,15,-0.397, 5.054,-4.657,-1.768,-4.518,-2.784, 68.59,77.59,-158.97,333.87,69.48, -13.27,15, 6.891, 6.00,200.00,-7.846,24.00,293.00, 0.955,66.00, 98.00
610159962 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610159962&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-01,11:23:24.38,-37.2896, -73.7362, 18.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,5.670, 4.4,15, 3.611, 0.483,-4.094, 0.426,-1.390,-3.873, 34.99,26.68, 122.65,179.35,67.79,  74.84,15, 5.401,64.00, 64.00,-5.903,21.00,281.00, 0.503,14.00,185.00
611831721 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831721&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-03,00:52:26.45,-33.0883, -69.7164, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,6.540, 5.1,16, 1.861,-6.396, 4.535, 0.537, 0.925,-3.022,135.00,71.96, 151.42,234.58,62.94,  20.35,16, 6.521,33.00, 93.00,-6.555, 6.00,186.00, 0.034,57.00,285.00
611831721 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831721&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-02-03,00:52:31.50,-33.0700, -69.5100, 19.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.742, 5.4,17,-0.538, 1.570,-1.040, 0.963,-0.222, 0.516,138.00,46.00, -15.00,238.00,79.00,-135.00,17, 1.944,21.00,  0.00,-1.541,38.00,108.00,-0.411,44.00,248.00
611831721 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831721&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-03,00:52:31.60,-33.1005, -69.7345, 19.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,1.710, 5.4,17,-0.680, 1.721,-1.041, 0.447,-0.076, 0.692,130.62,55.21, -22.41,233.86,71.75,-143.07,17, 1.802,10.00,359.00,-1.610,39.00, 97.00,-0.192,49.00,256.00
610208521 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610208521&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-12,16:21:11.43,-27.8715, -71.3402, 16.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,2.540, 4.9,16, 1.809, 0.343,-2.152, 0.516, 0.022,-1.483, 14.38,28.10, 114.65,166.90,64.65,  77.44,16, 2.415,68.00, 53.00,-2.657,19.00,266.00, 0.242,11.00,172.00
610208521 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610208521&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-12,16:21:11.50,-28.3795, -71.2292, 40.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,5.260, 5.1,16, 4.467,-0.722,-3.745,-0.229, 0.032,-3.279,182.09,64.34,  91.91,357.69,25.73,  86.03,16, 5.623,71.00, 96.00,-4.894,19.00,271.00,-0.730, 2.00,  1.00
610208521 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610208521&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-02-12,16:21:18.80,-28.0100, -71.5800, 32.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.360, 5.1,16, 3.950, 0.454,-4.410, 0.731, 0.399,-3.250,  2.00,26.00, 101.00,170.00,64.00,  85.00,16, 5.133,70.00, 69.00,-5.588,19.00,264.00, 0.449, 5.00,172.00
611831828 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831828&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-16,07:02:05.50,-30.1677, -72.1093,  9.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,7.080, 5.2,16, 5.103, 1.171,-6.274, 1.020,-0.394,-3.943, 17.37,29.33, 113.07,171.34,63.21,  77.59,16, 6.556,69.00, 56.00,-7.507,17.00,270.00, 0.951,11.00,177.00
611831828 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831828&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-02-16,07:02:09.30,-30.2600, -72.3500, 13.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.126, 5.3,17, 0.901, 0.002,-0.900, 0.025, 0.022,-0.674,178.00,63.00,  90.00,359.00,27.00,  91.00,17, 1.125,72.00, 87.00,-1.128,18.00,268.00, 0.002, 0.00,178.00
611831828 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611831828&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-16,07:02:12.70,-30.1606, -72.3364, 13.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,1.400, 5.4,17, 0.710, 0.004,-0.714, 0.013,-0.026,-1.202,  4.41,15.36,  94.50,179.75,74.69,  88.77,17, 1.395,60.00, 88.00,-1.399,30.00,271.00, 0.004, 1.00,180.00
610231546 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610231546&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-19,04:03:33.60,-37.5559, -73.6964, 13.6,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,7.900, 4.5,15, 5.978, 0.074,-6.052, 1.382,-1.909,-4.547, 34.20,31.51, 122.76,177.15,63.93,  71.65,15, 7.976,66.00, 54.00,-7.823,17.00,281.00,-0.153,16.00,185.00
610231555 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610231555&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-19,09:37:23.03,-37.5736, -73.8554, 14.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.510, 4.3,15, 2.983,-0.062,-2.921, 0.041,-0.578,-1.813, 17.39,30.06, 101.05,184.67,60.55,  83.67,15, 3.506,74.00, 79.00,-3.519,15.00,279.00, 0.013, 6.00,188.00
610231646 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610231646&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-19,19:07:25.99,-37.4822, -73.8785, 19.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.190, 4.7,16, 0.944, 0.025,-0.968, 0.264,-0.371,-0.536, 38.92,37.47, 124.85,177.66,60.05,  66.35,16, 1.191,66.00, 43.00,-1.182,12.00,285.00,-0.010,20.00,190.00
610241251 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241251&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-25,14:00:31.70,-29.3902, -67.8667,100.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.980, 4.8,16,-1.721, 0.704, 1.018, 0.204,-1.350,-0.002,145.30,43.43, -79.96,311.59,47.40, -99.37,16, 2.224, 2.00, 48.00,-1.744,83.00,154.00,-0.480, 7.00,318.00
610241251 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241251&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-25,14:00:31.71,-29.1774, -67.9683,103.9,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,2.020, 4.8,16,-1.796, 0.787, 1.009,-0.036,-0.930,-0.883,122.92,37.47,-116.43,334.98,56.99, -71.16,16, 1.949,10.00, 52.00,-2.083,71.00,290.00, 0.134,16.00,144.00
610241251 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241251&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-02-25,14:00:39.20,-29.0600, -67.9800,116.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,2.282, 4.8,16,-1.720, 0.546, 1.170,-0.623,-1.540,-0.449,115.00,52.00,-127.00,346.00,51.00, -52.00,16, 2.430, 1.00,231.00,-2.134,62.00,322.00,-0.300,28.00,140.00
610241380 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241380&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-26,08:59:16.40,-28.9477, -71.5127, 40.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.790, 5.0,16, 3.365,-0.247,-3.118, 0.542, 0.099,-1.887,  3.89,30.06, 101.04,171.19,60.55,  83.68,16, 3.934,74.00, 65.00,-3.644,15.00,266.00,-0.289, 6.00,174.00
610241380 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241380&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-02-26,08:59:16.67,-28.9602, -71.5883, 34.7,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.530, 5.0,16, 2.793, 0.607,-3.400, 0.455,-0.187,-1.531, 14.92,33.19, 109.27,172.25,58.88,  77.82,16, 3.240,73.00, 51.00,-3.759,13.00,271.00, 0.519,10.00,179.00
610241380 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610241380&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-02-26,08:59:22.60,-28.8900, -71.7400, 36.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.367, 5.1,16, 5.250, 0.232,-5.480, 1.030,-0.467,-3.230, 16.00,31.00, 111.00,173.00,61.00,  78.00,16, 6.351,71.00, 56.00,-6.382,15.00,272.00, 0.033,10.00,179.00
610316873 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610316873&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-10,06:22:20.77,-30.5797, -72.0795, 14.1,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.970, 5.1,16, 3.653, 1.096,-4.749, 0.284,-0.639,-2.384, 17.25,31.43, 106.94,177.60,60.08,  79.90,16, 4.342,73.00, 63.00,-5.424,15.00,275.00, 1.082, 9.00,183.00
610316873 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610316873&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-10,06:22:21.10,-30.5861, -72.0683, 13.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,7.440, 5.2,16, 3.183, 0.486,-3.668,-0.006,-0.552,-6.578, 16.66,14.30, 105.52,180.67,76.23,  86.10,16, 7.185,59.00, 85.00,-7.687,31.00,274.00, 0.501, 4.00,182.00
610316873 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610316873&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-03-10,06:22:25.50,-30.6300, -72.1400, 20.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.969, 5.2,16, 5.260,-0.023,-5.240, 0.176,-0.034,-4.580,  2.00,24.00,  93.00,179.00,66.00,  89.00,16, 6.981,69.00, 86.00,-6.957,21.00,270.00,-0.027, 1.00,179.00
610323186 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610323186&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-11,03:42:16.66,-34.7839, -71.8480, 45.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.250, 4.7,16, 0.874, 0.041,-0.914, 0.129,-0.182,-0.846, 24.17,25.48, 114.58,177.29,66.97,  78.79,16, 1.240,66.00, 67.00,-1.263,21.00,276.00, 0.023,10.00,182.00
610323207 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610323207&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-11,07:00:31.20,-29.3323, -69.6030,130.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.760, 4.8,16,-1.489, 0.216, 1.273,-0.095, 0.034, 1.092,  4.51,25.93, -84.00,177.85,64.22, -92.91,16, 1.652,19.00,270.00,-1.873,71.00, 82.00, 0.221, 3.00,179.00
610327080 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610327080&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-13,15:05:56   ,-30.4321, -71.3954, 46.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,5.350, 5.1,16, 5.022,-0.282,-4.740, 0.292, 0.535,-2.093,172.79,56.64,  89.51,353.68,33.36,  90.74,16, 5.457,78.00, 81.00,-5.239,12.00,263.00,-0.219, 0.00,173.00
610327080 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610327080&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-13,15:05:56.10,-30.5268, -71.6374, 60.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,6.520, 5.1,16, 5.855, 1.147,-7.002, 0.283, 1.073,-0.430,169.86,47.10,  86.17,355.48,43.03,  94.11,16, 5.883,87.00, 29.00,-7.158, 2.00,263.00, 1.275, 3.00,172.00
610327080 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610327080&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-03-13,15:05:59.20,-30.5200, -71.5000, 47.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.561, 5.1,16, 5.960, 0.130,-6.090, 0.514, 0.491,-2.500,173.00,56.00,  87.00,358.00,34.00,  95.00,16, 6.484,78.00, 71.00,-6.638,11.00,265.00, 0.154, 3.00,174.00
610329831 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610329831&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-16,07:05:11.90,-34.0253, -72.1992, 21.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,7.660, 4.5,15, 4.156, 0.336,-4.493, 1.694,-0.615,-6.047, 24.85,20.34, 124.42,168.70,73.34,  78.17,15, 7.700,60.00, 62.00,-7.609,27.00,268.00,-0.091,11.00,172.00
610331549 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610331549&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-17,08:02:56.56,-32.4468, -71.7298, 27.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.900, 4.8,16, 1.650,-0.256,-1.394, 0.258, 0.439,-0.998,163.43,61.43,  92.03,339.18,28.64,  86.27,16, 1.955,73.00, 78.00,-1.847,16.00,252.00,-0.108, 2.00,342.00
610346374 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610346374&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-03-20,08:17:31.20,-27.2000, -66.3500,187.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.468, 5.0,16,-1.320, 1.580,-0.250, 0.594,-3.190, 2.720,167.00,74.00, -39.00,269.00,53.00,-160.00,16, 4.272,14.00,222.00,-4.664,38.00,121.00, 0.399,48.00,328.00
610435259 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610435259&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-27,03:03:32.32,-36.2378, -71.7410, 88.7,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.940, 5.0,16, 0.091,-1.564, 1.473, 0.552, 1.151,-3.402,250.97,28.14,  -1.00,341.85,89.53,-118.14,16, 4.306,38.00, 97.00,-3.423,39.00,226.00,-0.882,28.00,342.00
610435259 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610435259&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-03-27,03:03:35.90,-36.3400, -71.7900,102.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.856, 5.1,16,-0.534,-2.060, 2.590, 1.160, 2.310,-3.370,246.00,42.00,  -6.00,341.00,86.00,-132.00,16, 5.014,29.00,103.00,-4.698,35.00,215.00,-0.320,42.00,344.00
610452507 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610452507&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-30,06:48:23.92,-37.1085, -74.0511, 16.6,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.200, 4.7,16, 0.813,-0.288,-0.525,-0.160,-0.467,-0.834, 55.52,26.44, 123.13,199.43,68.11,  74.80,16, 1.215,64.00, 85.00,-1.192,22.00,301.00,-0.024,14.00,205.00
610467777 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610467777&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-31,18:44:39.61,-30.7579, -71.4941, 41.5,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,9.430, 5.3,16, 7.160, 1.389,-8.550, 0.935,-0.006,-4.986,  8.27,29.28, 103.10,173.33,61.56,  82.76,16, 8.720,72.00, 66.00,-10.004,16.00,269.00, 1.285, 6.00,177.00
610467777 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610467777&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-03-31,18:44:40.70,-30.8624, -71.5253, 45.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,8.890, 5.2,16, 8.136, 0.078,-8.214, 0.778, 0.703,-3.327,171.95,56.28,  86.36,358.48,33.89,  95.43,16, 8.833,78.00, 69.00,-8.943,11.00,265.00, 0.111, 3.00,174.00
610467777 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610467777&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-03-31,18:44:44.20,-30.8300, -71.6100, 41.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,0.985, 5.3,17, 0.863,-0.038,-0.820, 0.115, 0.074,-0.489,171.00,60.00,  86.00,358.00,30.00,  97.00,17, 1.003,74.00, 71.00,-0.968,15.00,263.00,-0.035, 3.00,173.00
610526711 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610526711&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-04-11,13:39:44.80,-27.6127, -70.0672, 82.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,5.520, 5.1,16, 0.631, 0.195,-0.826, 1.048,-3.070, 4.402,  5.28,85.38,  58.01,267.93,32.29, 171.32,16, 4.757,41.00,246.00,-6.052,33.00,122.00, 1.294,32.00,  8.00
610526711 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610526711&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-04-11,13:39:44.80,-27.7106, -70.2000, 70.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.770, 5.1,16,-2.188, 0.339, 1.850, 1.213,-3.343, 2.431,177.16,68.45, -42.51,285.76,51.07,-151.82,16, 4.736,11.00,235.00,-4.795,45.00,134.00, 0.059,43.00,335.00
610526711 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610526711&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2017-04-11,13:39:49.20,-27.7100, -70.2200, 86.7,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.404, 5.1,16, 0.859,-1.060, 0.200, 0.264,-3.820, 3.690,  8.00,84.00,  45.00,272.00,46.00, 171.00,16, 5.307,35.00,240.00,-5.501,25.00,132.00, 0.197,45.00, 14.00
610527238 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610527238&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-04-13,03:42:52.18,-31.0061, -71.5482, 38.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,1.470, 5.4,17, 1.297,-0.097,-1.200, 0.389, 0.589,-0.295,146.15,54.52,  77.15,347.60,37.44, 107.33,17, 1.406,76.00, 14.00,-1.520, 9.00,245.00, 0.114,10.00,154.00
610527238 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610527238&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2017-04-13,03:42:53.50,-31.0285, -71.4218, 40.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,1.360, 5.4,17, 1.045, 0.031,-1.076, 0.607, 0.511,-0.318,  0.08,37.08, 125.67,138.10,60.67,  66.22,17, 1.331,66.00,  5.00,-1.391,13.00,245.00, 0.061,21.00,150.00
